,Reference area,TIME_PERIOD,Adult literacy skills [Points],Average annual gross earnings [ PPP converted],Difficulty making ends meet [Percentage of population aged 16 years or over],Employment rate [Percentage of population aged 25-64 years],Feeling lonely [Percentage of population aged 16 years or over],Feeling safe at night [Percentage of population aged 15 years or over],Having a say in government [Percentage of population aged 16-65 years],Households and NPISHs net adjusted disposable income per capita [ PPP converted],Housing affordability [Percentage of household gross adjusted disposable income],Life expectancy at birth [Years],Life satisfaction [0-10 scale],Long-term unemployment rate [Percentage of labour force],Self-reported depression [Percentage of population aged 15 years or over],Social support [Percentage of population aged 15 years or over],Student reading skills [Points]
909,Thailand,2010,,,,,,65.3333333333,,,,75.0,,,,86.7970568118,
910,Thailand,2011,,,,,,72.3333333333,,,,75.3,,,,90.2046861265,
911,Thailand,2012,,,,,,72.3333333333,,,,75.6,,,,90.2046861265,
912,Thailand,2013,,,,,,72.3333333333,,,,76.0,,,,90.2046861265,
913,Thailand,2014,,,,,,69.6666666667,,,,76.3,,,,89.9232845732,
914,Thailand,2015,,,,,,69.6666666667,,,,76.6,,,,89.9232845732,
915,Thailand,2016,,,,,,69.6666666667,,,,76.8,,,,89.9232845732,
916,Thailand,2017,,,,,,67.0,,,,77.0,,,,88.0270709591,
917,Thailand,2018,,,,,,67.0,,,,77.2,,,,88.0270709591,
918,Thailand,2019,,,,,,67.0,,,,77.2,,,,88.0270709591,
919,Thailand,2020,,,,,,61.6666666667,,,,77.3,,,,87.023493242,
920,Thailand,2021,,,,,,61.6666666667,,,,77.6,,,,87.023493242,
921,Thailand,2022,,,,,,61.6666666667,,,,75.3,,,,87.023493242,
922,Thailand,2023,,,,,,67.0,,,,76.4,,,,87.7278218465,
923,Thailand,2024,,,,,,67.0,,,,,,,,87.7278218465,
924,Türkiye,2004,,22601.419,,49.464,,,,,,72.7,,4.2860989103,,,
925,Türkiye,2005,,23452.568,,49.599,,,,,,73.1,,4.2995188442,,,
926,Türkiye,2006,,23581.01,59.2,49.635,,50.5,,,,73.4,,3.7343263203,,79.8634462741,447.1411324913
927,Türkiye,2007,,24392.658,61.6,49.554,,50.5,,,,73.7,,3.18671687,,79.8634462741,
928,Türkiye,2008,,24252.388,58.2,49.762,,51.3333333333,,,,73.9,,3.0134109537,,72.6932139893,
929,Türkiye,2009,,24527.374,60.8,49.27,,51.3333333333,,,78.0628067719,74.1,,3.6227760161,,72.6932139893,464.194375322
930,Türkiye,2010,,25137.487,,51.516,,51.3333333333,,,78.2755549261,74.3,,3.4671345586,,72.6932139893,
931,Türkiye,2011,,25543.945,56.7,53.55,,56.0,,,78.7439040812,74.6,,2.6493943447,,73.4126505667,
932,Türkiye,2012,,26574.876,58.1,54.216,,56.0,,,78.8588462343,74.6,,2.3440882002,,73.4126505667,475.4914662823
933,Türkiye,2013,,27798.209,56.5,54.691,,56.0,,,79.4829476777,78.0,5.8,2.4204878049,,73.4126505667,
934,Türkiye,2014,226.54404,28746.408,43.7,54.336,,60.3333333333,,,80.0601797573,78.0,,2.0838997546,6.8,85.6384075972,
935,Türkiye,2015,,29471.369,45.1,54.931,,60.3333333333,,,80.4519762537,78.0,,2.2232426422,,85.6384075972,428.3350925744
936,Türkiye,2016,,33097.871,33.1,55.497,,60.3333333333,,,80.9939972771,78.0,,2.2877929688,,85.6384075972,
937,Türkiye,2017,,32475.343,16.2,56.479,,59.3333333333,,,81.1870440198,78.3,,2.4381711555,,82.9640708716,
938,Türkiye,2018,,33061.616,13.6,56.747,,59.3333333333,,,81.188708847,78.6,5.7,2.5053423729,,82.9640708716,465.6316656882
939,Türkiye,2019,,35161.578,,54.991,,59.3333333333,,,81.4717805673,78.3,,3.2927987914,6.6,82.9640708716,
940,Türkiye,2020,,34948.959,22.0,52.508,,57.0,,,81.1582203926,77.7,,3.3621811469,,80.3521333275,
941,Türkiye,2021,,36232.508,29.9,55.149,,57.0,,,81.7125887584,77.5,5.6,3.8103674407,,80.3521333275,
942,Türkiye,2022,,35675.551,34.0,57.623,,57.0,,,81.120367995,77.3,5.4,2.5525530134,,80.3521333275,456.08
943,Türkiye,2023,,47252.567,33.2,58.096,,59.0,,,,,5.6,2.0669534314,,83.1781097249,
944,Türkiye,2024,,,32.2,59.242,,59.0,,,,,5.8,1.7344111969,,83.1781097249,
945,United Kingdom,2004,,58770.982,,75.262,,,,35525.0,75.1533546835,78.8,,0.987404908,,,
946,United Kingdom,2005,,59357.288,13.1,75.545,,,,36078.0,75.1647859727,79.0,,1.0413888475,,,
947,United Kingdom,2006,,60350.978,13.7,75.622,,62.5,,36441.0,75.0947493606,79.3,,1.2072441648,,97.2709451582,495.0835095525
948,United Kingdom,2007,,62815.579,13.6,75.76,,62.5,,37367.0,75.402599198,79.5,,1.2405472544,,97.2709451582,
949,United Kingdom,2008,,61138.752,17.0,75.71,,66.6666666667,,36941.0,75.4264529577,79.6,,1.3892669587,,95.5124777428,
950,United Kingdom,2009,,60961.878,16.8,74.596,,66.6666666667,,37288.0,76.0075758358,80.1,,1.9227711713,,95.5124777428,494.1820100348
951,United Kingdom,2010,,61224.207,16.4,74.53,,66.6666666667,,37383.0,75.7480305152,80.4,,2.5483826747,,95.5124777428,
952,United Kingdom,2011,,60107.071,16.5,74.399,,73.3333333333,,36381.0,75.6616942321,80.7,7.42,2.7503914358,,93.8450381876,
953,United Kingdom,2012,,59635.157,20.2,75.171,,73.3333333333,,36991.0,75.3493216864,80.8,7.46,2.8025117845,,93.8450381876,499.3231152768
954,United Kingdom,2013,,60147.759,21.1,75.942,,73.3333333333,,37439.0,75.2620038981,80.9,7.51,2.7900534904,,93.8450381876,
955,United Kingdom,2014,,60339.735,20.3,76.998,,77.3333333333,,38042.0,75.4217718922,81.1,7.61,2.3040531981,8.2,93.2232276365,
956,United Kingdom,2015,,61166.958,16.4,77.761,,77.3333333333,,39863.0,75.6788184294,80.9,7.65,1.6720497088,,93.2232276365,497.9719311387
957,United Kingdom,2016,,61886.804,16.3,78.184,,77.3333333333,,39863.0,75.1144896219,81.0,7.68,1.3114596916,,93.2232276365,
958,United Kingdom,2017,,62302.379,14.1,79.037,5.38074,77.6666666667,,40013.0,75.2954493887,81.1,7.69,1.1332741389,,93.1860380662,
959,United Kingdom,2018,,62515.19,12.8,79.344,5.5498986382,77.6666666667,,40508.0,75.4266285529,81.0,7.71,1.0633073261,,93.1860380662,503.9281093958
960,United Kingdom,2019,,63237.752,8.1,79.975,6.095523493,77.6666666667,,41164.0,75.9595817066,81.4,7.66,0.9508460607,,93.1860380662,
961,United Kingdom,2020,,62432.983,7.2,79.642,6.4,73.6666666667,,40112.0,76.1343293005,80.3,7.39,0.9489461756,,88.0726183365,
962,United Kingdom,2021,,63586.187,6.6,79.348,6.4660805329,73.6666666667,23.958268,41845.0,76.1627201037,80.5,7.54,1.2892382628,,88.0726183365,
963,United Kingdom,2022,,62476.54,7.2,79.786,6.2445742933,73.6666666667,,40701.0,75.7602363174,80.9,7.45,0.8789984841,,88.0726183365,494.4
964,United Kingdom,2023,,62797.046,,80.004,7.0881788821,76.0,19.824761,41002.0,76.4711790179,81.0,,0.8021716937,,88.7610470659,
965,United Kingdom,2024,,63690.773,,80.212,,76.0,,,,,,0.8556511537,,88.7610470659,
966,United States,2004,,67897.332,,75.365,,,,47303.0,80.9413756476,77.6,,0.7091501288,,,
967,United States,2005,,67961.013,,75.719,,,,47298.0,80.3822398432,77.6,,0.6043035573,,,
968,United States,2006,,68978.508,,76.195,,75.0,,48397.0,80.6223023392,77.8,,0.4693686991,,95.4894367935,
969,United States,2007,,70283.563,,76.191,,75.0,,48951.0,80.64623704,78.1,,0.4651872792,,,
970,United States,2008,,70110.671,,75.517,,76.6666666667,,49383.0,80.6979705003,78.2,,0.6225495687,,92.6172276463,
971,United States,2009,,70813.355,,72.495,,76.6666666667,,49258.0,80.843858481,78.5,,1.524422632,,92.6172276463,499.8268210825
972,United States,2010,,71439.498,,71.796,,76.6666666667,,49708.0,81.0690661999,78.7,,2.8312245228,,92.6172276463,
973,United States,2011,,71536.739,,71.654,,74.6666666667,,50287.0,81.4837817495,78.7,,2.8399075704,,91.4648322336,
974,United States,2012,271.72277,72146.935,,72.181,,74.6666666667,,51201.0,81.9440436969,78.8,,2.3917940518,,91.4648322336,497.5817180439
975,United States,2013,,71827.448,,72.319,,74.6666666667,,50160.0,81.393893126,78.8,,1.9400572726,,91.4648322336,
976,United States,2014,,72956.685,,72.983,,74.3333333333,,51344.0,81.6716171048,78.9,,1.4400093584,,89.9312029547,
977,United States,2015,271.7227703,74825.132,,73.392,,74.3333333333,,52840.0,81.9273111068,78.7,,1.0010548589,,89.9312029547,496.935097349
978,United States,2016,,74951.209,,73.94,,74.3333333333,,53495.0,81.9041603686,78.7,,0.8411022566,,89.9312029547,
979,United States,2017,270.87962,75768.867,,74.616,,73.0,,54628.0,82.0939247748,78.6,,0.6655684422,,91.310941678,
980,United States,2018,,76663.545,,75.298,,73.0,,56113.0,82.2233578135,78.7,,0.5256902613,,91.310941678,505.3527705228
981,United States,2019,,78044.387,,75.877,,73.0,,57594.0,82.3341318497,78.8,,0.4719803366,,91.310941678,
982,United States,2020,,82783.413,,71.795,,74.6666666667,,61133.0,82.7584405055,77.0,,0.4551546424,,91.7846531329,
983,United States,2021,,84211.21,,73.68,,74.6666666667,,63022.0,82.82143083,76.4,,1.2525918367,,91.7846531329,
984,United States,2022,,81837.833,,75.803,,74.6666666667,,59303.0,81.5091379943,77.5,,0.5567678184,,91.7846531329,503.94
985,United States,2023,259.2944508,82078.428,,76.641,,71.5,,61353.0,81.7531067448,78.4,,0.4299402102,,89.9140420971,
986,United States,2024,,82932.937,,76.671,13.3555555556,71.5,,,,,,0.4983743157,,89.9140420971,
