Reference area,TIME_PERIOD,life_exp_norm,diff_ends_norm,earnings_norm,disp_income_norm,employment_norm,long_unemp_norm,safe_norm,housing_cost_norm,life_sat_norm,support_norm,reading_norm,L1_phys,L2_safety,L3_belonging,L4_esteem,L5_self_act,wellbeing_index
Sweden,2006,0.84,0.917,0.5045538333333334,0.623375,0.8092100000000001,0.9073228650172389,0.71,0.48727039100658315,,0.9276439605219999,0.629251520684,0.8785000000000001,0.6736220148928593,0.9276439605219999,,0.629251520684,0.808806156229926
Sweden,2007,0.8439999999999998,0.924,0.53269955,0.6559,0.8201999999999999,0.92645792972954,0.71,0.5275556308803757,,0.9276439605219999,0.6161002449057335,0.8839999999999999,0.6954688517683193,0.9276439605219999,,0.6161002449057335,0.8160045734533392
Sweden,2008,0.8519999999999999,0.901,0.5492890833333334,0.673325,0.82382,0.9305593165726578,0.71,0.563767801864376,,0.920447340512,0.6029489691274666,0.8765,0.7084602002950612,0.920447340512,,0.6029489691274666,0.8138811769390484
Sweden,2009,0.86,0.912,0.5522667833333333,0.683075,0.80866,0.8932388543943748,0.71,0.5515713628889134,,0.920447340512,0.5897976933492001,0.886,0.6998020001027703,0.920447340512,,0.5897976933492001,0.8140042995409416
Sweden,2010,0.8639999999999998,0.917,0.5631324166666667,0.698325,0.80719,0.8478065792550835,0.71,0.5394827582519177,,0.920447340512,0.5709784698065334,0.8904999999999998,0.694322792362278,0.920447340512,,0.5709784698065334,0.812526640656241
Sweden,2011,0.8760000000000002,0.905,0.57689685,0.716375,0.81971,0.8570030805451131,0.79,0.596502531789391,,0.911209847234,0.5521592462638666,0.8905000000000001,0.7260812437224174,0.911209847234,,0.5521592462638666,0.8177386591801292
Sweden,2012,0.8719999999999999,0.916,0.5961183833333333,0.73915,0.82314,0.8617527841858088,0.79,0.6751049179580615,,0.911209847234,0.5333400227212001,0.8939999999999999,0.7475443475795339,0.911209847234,,0.5333400227212001,0.8235173388174767
Sweden,2013,0.88,0.923,0.6064869333333334,0.74625,0.82626,0.8668476110325959,0.79,0.6877470330543335,0.79074822893,0.911209847234,0.5557674906097334,0.9015,0.7539319295700437,0.911209847234,0.79074822893,0.5557674906097334,0.8256011385596895
Sweden,2014,0.8919999999999999,0.921,0.6169582666666666,0.7557,0.82769,0.8711880651856609,0.76,0.6948289388151532,,0.918442617845,0.5781949584982667,0.9065,0.7543942117779134,0.918442617845,,0.5781949584982667,0.8361564468106133
Sweden,2015,0.8880000000000001,0.929,0.63111595,0.76985,0.8311,0.8771996759830062,0.76,0.6965415858728563,,0.918442617845,0.6006224263868001,0.9085000000000001,0.7609678686426437,0.918442617845,,0.6006224263868001,0.8408582782279602
Sweden,2016,0.8960000000000002,0.924,0.6462010333333333,0.79495,0.8359099999999999,0.8892144502200137,0.76,0.7230143218256163,,0.918442617845,0.6081285782373334,0.9100000000000001,0.7748816342298271,0.918442617845,,0.6081285782373334,0.8460900208925495
Sweden,2017,0.9,0.9299999999999999,0.6516216833333334,0.79605,0.8413299999999999,0.8973590908162379,0.763333333333,0.719722933944234,,0.922745474807,0.6156347300878667,0.915,0.7782361735711342,0.922745474807,,0.6156347300878667,0.8506919508650147
Sweden,2018,0.9039999999999998,0.92,0.6565386833333334,0.795775,0.8468600000000001,0.9198445993479771,0.763333333333,0.6994274098340982,0.77965667544,0.922745474807,0.6231408819384001,0.9119999999999999,0.7802965043080681,0.922745474807,0.77965667544,0.6231408819384001,0.842233292646289
Sweden,2019,0.9280000000000002,0.924,0.66699065,0.801725,0.8445999999999999,0.926842681497526,0.763333333333,0.7032904460686323,0.7729218535666667,0.922745474807,0.6043356614538005,0.9260000000000002,0.7844636851498598,0.922745474807,0.7729218535666667,0.6043356614538005,0.8458624915931691
